bodyPart,equipment,gifUrl,name,target
waist,stability ball,http://d205bpvrqc9yn1.cloudfront.net/2297.gif,stability ball crunch (full range hands behind head),abs
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/3291.gif,stalder press,triceps
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3669.gif,standing archer,upper back
shoulders,barbell,http://d205bpvrqc9yn1.cloudfront.net/0788.gif,standing behind neck press,delts
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1490.gif,standing calf raise (on a staircase),calves
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1397.gif,standing calves,calves
lower legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1398.gif,standing calves calf stretch,calves
upper legs,rope,http://d205bpvrqc9yn1.cloudfront.net/1599.gif,standing hamstring and calf stretch with strap,hamstrings
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0794.gif,standing lateral stretch,lats
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1364.gif,standing pelvic tilt,spine
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0795.gif,standing single leg curl,hamstrings
waist,wheel roller,http://d205bpvrqc9yn1.cloudfront.net/0796.gif,standing wheel rollerout,abs
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3223.gif,star jump (male),cardiovascular system
cardio,stationary bike,http://d205bpvrqc9yn1.cloudfront.net/2138.gif,stationary bike run v. 3,cardiovascular system
cardio,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/0798.gif,stationary bike walk,cardiovascular system
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3314.gif,straddle maltese,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3298.gif,straddle planche,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1427.gif,straight leg outer hip abductor,abductors
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0803.gif,superman push-up,pectorals
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0805.gif,suspended abdominal fallout,abs
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/0806.gif,suspended push-up,pectorals
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0807.gif,suspended reverse crunch,abs
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/0808.gif,suspended row,upper back
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/0809.gif,suspended split squat,quads
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/3433.gif,swimmer kicks v. 2 (male),glutes
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3318.gif,swing 360,cardiovascular system
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1753.gif,three bench dip,triceps
upper legs,tire,http://d205bpvrqc9yn1.cloudfront.net/2459.gif,tire flip,glutes
upper legs,trap bar,http://d205bpvrqc9yn1.cloudfront.net/0811.gif,trap bar deadlift,glutes
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0814.gif,triceps dip,triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0812.gif,triceps dip (bench leg),triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0813.gif,triceps dip (between benches),triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0815.gif,triceps dips floor,triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0816.gif,triceps press,triceps
upper arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/0817.gif,triceps stretch,triceps
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0871.gif,tuck crunch,abs
back,cable,http://d205bpvrqc9yn1.cloudfront.net/0818.gif,twin handle parallel grip lat pulldown,lats
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1466.gif,twist hip lift,glutes
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2802.gif,twisted leg raise,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/2801.gif,twisted leg raise (female),abs
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/3231.gif,two toe touch (male),spine
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1365.gif,upper back stretch,upper back
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1366.gif,upward facing dog,spine
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/3420.gif,v-sit on floor,abs
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0826.gif,vertical leg raise (on parallel bars),abs
cardio,elliptical machine,http://d205bpvrqc9yn1.cloudfront.net/2141.gif,walk elliptical cross trainer,cardiovascular system
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3655.gif,walking high knees lunge,cardiovascular system
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1460.gif,walking lunge,glutes
cardio,leverage machine,http://d205bpvrqc9yn1.cloudfront.net/3666.gif,walking on incline treadmill,cardiovascular system
cardio,stepmill machine,http://d205bpvrqc9yn1.cloudfront.net/2311.gif,walking on stepmill,cardiovascular system
upper arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/0830.gif,weighted bench dip,triceps
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/2987.gif,weighted close grip chin-up on dip cage,lats
upper legs,weighted,http://d205bpvrqc9yn1.cloudfront.net/3643.gif,weighted cossack squats (male),glutes
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0832.gif,weighted crunch,abs
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/3670.gif,weighted decline sit-up,abs
lower legs,weighted,http://d205bpvrqc9yn1.cloudfront.net/0833.gif,weighted donkey calf raise,calves
chest,weighted,http://d205bpvrqc9yn1.cloudfront.net/1310.gif,weighted drop push up,pectorals
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/2135.gif,weighted front plank,abs
shoulders,weighted,http://d205bpvrqc9yn1.cloudfront.net/0834.gif,weighted front raise,delts
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0866.gif,weighted hanging leg-hip raise,abs
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/0835.gif,weighted hyperextension (on stability ball),spine
shoulders,weighted,http://d205bpvrqc9yn1.cloudfront.net/3641.gif,weighted kneeling step with swing,delts
upper legs,weighted,http://d205bpvrqc9yn1.cloudfront.net/3644.gif,weighted lunge with swing,glutes
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3286.gif,weighted muscle up,lats
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3312.gif,weighted muscle up (on bar),lats
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/3290.gif,weighted one hand pull up,lats
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0840.gif,weighted overhead crunch (on stability ball),abs
back,weighted,http://d205bpvrqc9yn1.cloudfront.net/0841.gif,weighted pull-up,lats
shoulders,weighted,http://d205bpvrqc9yn1.cloudfront.net/0844.gif,weighted round arm,delts
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0846.gif,weighted russian twist,abs
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0845.gif,weighted russian twist (legs up),abs
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/2371.gif,weighted russian twist v. 2,abs
upper arms,medicine ball,http://d205bpvrqc9yn1.cloudfront.net/0847.gif,weighted seated bicep curl  (on stability ball),biceps
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0849.gif,weighted seated twist (on stability ball),abs
waist,weighted,http://d205bpvrqc9yn1.cloudfront.net/0850.gif,weighted side bend (on stability ball),abs
upper legs,weighted,http://d205bpvrqc9yn1.cloudfront.net/0851.gif,weighted sissy squat,quads
upper legs,weighted,http://d205bpvrqc9yn1.cloudfront.net/0852.gif,weighted squat,glutes
upper arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/0853.gif,weighted standing curl,biceps
lower arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/0854.gif,weighted standing hand squeeze,forearms
chest,weighted,http://d205bpvrqc9yn1.cloudfront.net/3313.gif,weighted straight bar dip,pectorals
upper legs,weighted,http://d205bpvrqc9yn1.cloudfront.net/3642.gif,weighted stretch lunge,glutes
chest,weighted,http://d205bpvrqc9yn1.cloudfront.net/0856.gif,weighted svend press,pectorals
upper arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/1754.gif,weighted three bench dips,triceps
upper arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/1755.gif,weighted tricep dips,triceps
upper arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/1767.gif,weighted triceps dip on high parallel bars,triceps
waist,wheel roller,http://d205bpvrqc9yn1.cloudfront.net/0857.gif,wheel rollerout,abs
cardio,body weight,http://d205bpvrqc9yn1.cloudfront.net/3637.gif,wheel run,cardiovascular system
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1429.gif,wide grip pull-up,lats
back,body weight,http://d205bpvrqc9yn1.cloudfront.net/1367.gif,wide grip rear pull-up,lats
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/1311.gif,wide hand push up,pectorals
chest,body weight,http://d205bpvrqc9yn1.cloudfront.net/2363.gif,wide-grip chest dip on high parallel bars,pectorals
waist,body weight,http://d205bpvrqc9yn1.cloudfront.net/0858.gif,wind sprints,abs
upper legs,body weight,http://d205bpvrqc9yn1.cloudfront.net/1604.gif,world greatest stretch,hamstrings
lower arms,body weight,http://d205bpvrqc9yn1.cloudfront.net/1428.gif,wrist circles,forearms
lower arms,weighted,http://d205bpvrqc9yn1.cloudfront.net/0859.gif,wrist rollerer,forearms
